Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2015-07-30,Lying EZ-Bar Cable Curl,Biceps,25.0,10,,,,""
2015-07-30,Lying EZ-Bar Cable Curl,Biceps,30.0,10,,,,""
2015-07-30,Lying EZ-Bar Cable Curl,Biceps,35.0,5,,,,""
2015-07-30,Rope Cable Triceps Pushdown,Triceps,50.0,10,,,,""
2015-07-30,Rope Cable Triceps Pushdown,Triceps,60.0,8,,,,""
2015-07-30,Rope Cable Triceps Pushdown,Triceps,55.0,8,,,,""
2015-07-30,Leaning Cable Lateral Raise,Lateral Deltoid,10.0,10,,,,""
2015-07-30,Leaning Cable Lateral Raise,Lateral Deltoid,10.0,10,,,,""
2015-08-03,Barbell Bench Press,Chest,20.0,10,,,,""
2015-08-03,Barbell Bench Press,Chest,60.0,5,,,,""
2015-08-03,Barbell Bench Press,Chest,60.0,5,,,,""
2015-08-03,Barbell Overhead Press,Anterior Deltoid,20.0,10,,,,""
2015-08-03,Barbell Overhead Press,Anterior Deltoid,40.0,5,,,,""
2015-08-03,Barbell Overhead Press,Anterior Deltoid,50.0,5,,,,""
2015-08-03,Barbell Overhead Press,Anterior Deltoid,60.0,3,,,,""
2015-08-03,Converging Plate-Loaded Overhead Press,Anterior Deltoid,30.0,10,,,,""
2015-08-03,Converging Plate-Loaded Overhead Press,Anterior Deltoid,40.0,10,,,,""
2015-08-03,Converging Plate-Loaded Overhead Press,Anterior Deltoid,50.0,5,,,,""
2015-08-03,Converging Plate-Loaded Overhead Press,Anterior Deltoid,60.0,5,,,,""
2015-08-03,Converging Plate-Loaded Overhead Press,Anterior Deltoid,70.0,5,,,,""
2015-08-03,Converging Plate-Loaded Overhead Press,Anterior Deltoid,75.0,5,,,,""
2015-08-03,Lateral Raise Machine,Lateral Deltoid,13.5,10,,,,""
2015-08-03,Lateral Raise Machine,Lateral Deltoid,22.5,10,,,,""
2015-08-03,Barbell Close-Grip Bench Press,Triceps,40.0,10,,,,""
2015-08-03,Barbell Close-Grip Bench Press,Triceps,50.0,10,,,,""
2015-08-03,Barbell Close-Grip Bench Press,Triceps,50.0,12,,,,""
2015-08-06,Underhand Cable Lat Pulldown,Back,35.0,10,,,,""
2015-08-06,Underhand Cable Lat Pulldown,Back,55.0,10,,,,""
2015-08-06,Underhand Cable Lat Pulldown,Back,65.0,10,,,,""
2015-08-06,Underhand Cable Lat Pulldown,Back,75.0,5,,,,""
2015-08-06,Underhand Cable Lat Pulldown,Back,80.0,5,,,,""
2015-08-06,Underhand Cable Lat Pulldown,Back,85.0,5,,,,""
2015-08-06,Barbell Bench Press,Chest,20.0,10,,,,""
2015-08-06,Barbell Bench Press,Chest,60.0,5,,,,""
2015-08-06,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-06,Barbell Bench Press,Chest,75.0,5,,,,""
2015-08-06,Barbell Bench Press,Chest,80.0,5,,,,""
2015-08-06,Barbell Bench Press,Chest,82.5,2,,,,""
2015-08-06,Barbell Bench Press,Chest,85.0,1,,,,""
2015-08-06,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-06,Barbell Bench Press,Chest,70.0,4,,,,""
2015-08-06,Barbell Close-Grip Bench Press,Triceps,40.0,10,,,,""
2015-08-06,Barbell Close-Grip Bench Press,Triceps,45.0,10,,,,""
2015-08-06,Barbell Close-Grip Bench Press,Triceps,45.0,10,,,,""
2015-08-06,Wide Hammer-Grip Cable Lat Pulldown,Back,60.0,10,,,,""
2015-08-06,Wide Hammer-Grip Cable Lat Pulldown,Back,70.0,7,,,,""
2015-08-06,Wide Hammer-Grip Cable Lat Pulldown,Back,75.0,4,,,,""
2015-08-06,Wide Hammer-Grip Cable Lat Pulldown,Back,80.0,3,,,,""
2015-08-06,Rocking Seated Cable Row,Back,70.0,5,,,,""
2015-08-06,Rocking Seated Cable Row,Back,80.0,5,,,,""
2015-08-06,Rocking Seated Cable Row,Back,90.0,4,,,,""
2015-08-06,Trap-Bar Shrug,Trapezius,60.0,12,,,,""
2015-08-06,Trap-Bar Shrug,Trapezius,80.0,12,,,,""
2015-08-06,Trap-Bar Shrug,Trapezius,80.0,12,,,,""
2015-08-06,Incline Dumbbell Fly,Pectoralis,10.0,12,,,,""
2015-08-06,Incline Dumbbell Fly,Pectoralis,10.0,12,,,,""
2015-08-06,Incline Dumbbell Fly,Pectoralis,12.5,8,,,,""
2015-08-06,Standing Dumbbell Lateral Raise,Lateral Deltoid,4.0,10,,,,""
2015-08-06,Standing Dumbbell Lateral Raise,Lateral Deltoid,5.0,10,,,,""
2015-08-06,Standing Dumbbell Lateral Raise,Lateral Deltoid,6.0,10,,,,""
2015-08-06,Standing Dumbbell Lateral Raise,Lateral Deltoid,7.0,8,,,,""
2015-08-06,Rope Cable Triceps Pushdown,Triceps,50.0,10,,,,""
2015-08-06,Rope Cable Triceps Pushdown,Triceps,55.0,10,,,,""
2015-08-06,Cable High-To-Low Crossover,Pectoralis,15.0,10,,,,""
2015-08-06,Cable High-To-Low Crossover,Pectoralis,20.0,10,,,,""
2015-08-06,Cable High-To-Low Crossover,Pectoralis,30.0,10,,,,""
2015-08-06,Standing Cable Rear Delt Crossover,Posterior Deltoid,7.5,10,,,,""
2015-08-06,Standing Cable Rear Delt Crossover,Posterior Deltoid,10.0,10,,,,""
2015-08-06,Standing Cable Rear Delt Crossover,Posterior Deltoid,12.5,10,,,,""
2015-08-06,EZ-Bar Preacher Curl,Biceps,27.5,8,,,,""
2015-08-06,EZ-Bar Preacher Curl,Biceps,27.5,8,,,,""
2015-08-06,EZ-Bar Preacher Curl,Biceps,27.5,8,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,20.0,5,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,50.0,5,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,70.0,5,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,80.0,5,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,90.0,5,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,100.0,5,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,110.0,3,,,,""
2015-08-07,Barbell Low-Bar Back Squat,Posterior Chain,120.0,2,,,,""
2015-08-07,Barbell High-Bar Back Squat,Posterior Chain,120.0,2,,,,""
2015-08-07,Barbell Overhead Press,Anterior Deltoid,60.0,5,,,,""
2015-08-07,Barbell Overhead Press,Anterior Deltoid,62.5,2,,,,""
2015-08-07,Barbell Overhead Press,Anterior Deltoid,65.0,1,,,,""
2015-08-07,Barbell Front Squat,Posterior Chain,65.0,5,,,,""
2015-08-07,Barbell Front Squat,Posterior Chain,75.0,5,,,,""
2015-08-07,Barbell Front Squat,Posterior Chain,85.0,2,,,,""
2015-08-07,Seated Plate-Loaded Calf Raise Machine,Calves,25.0,15,,,,""
2015-08-07,Seated Plate-Loaded Calf Raise Machine,Calves,50.0,10,,,,""
2015-08-07,Seated Plate-Loaded Calf Raise Machine,Calves,50.0,6,,,,""
2015-08-07,Seated Plate-Loaded Calf Raise Machine,Calves,55.0,5,,,,""
2015-08-08,Barbell Bench Press,Chest,50.0,10,,,,""
2015-08-08,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-08,Barbell Bench Press,Chest,75.0,8,,,,""
2015-08-08,Barbell Bench Press,Chest,80.0,1,,,,""
2015-08-08,Barbell Bench Press,Chest,80.0,5,,,,""
2015-08-08,Barbell Bench Press,Chest,80.0,3,,,,""
2015-08-08,Barbell Bench Press,Chest,80.0,3,,,,""
2015-08-08,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-08,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-08,Barbell Bench Press,Chest,70.0,7,,,,""
2015-08-08,Seated Chest-Supported Row Machine,Back,31.5,10,,,,""
2015-08-08,Seated Chest-Supported Row Machine,Back,40.5,10,,,,""
2015-08-08,Seated Chest-Supported Row Machine,Back,49.5,10,,,,""
2015-08-08,Seated Chest-Supported Row Machine,Back,58.5,5,,,,""
2015-08-08,Lateral Raise Machine,Lateral Deltoid,13.5,10,,,,""
2015-08-08,Lateral Raise Machine,Lateral Deltoid,22.5,10,,,,""
2015-08-08,Lateral Raise Machine,Lateral Deltoid,18.0,10,,,,""
2015-08-08,EZ-Bar Preacher Curl,Biceps,17.5,10,,,,""
2015-08-08,EZ-Bar Preacher Curl,Biceps,22.5,10,,,,""
2015-08-08,EZ-Bar Preacher Curl,Biceps,25.0,10,,,,""
2015-08-08,Dumbbell Incline Bench Press,Chest,12.5,10,,,,""
2015-08-08,Dumbbell Incline Bench Press,Chest,22.5,8,,,,""
2015-08-08,Dumbbell Incline Bench Press,Chest,22.5,10,,,,""
2015-08-08,Leaning Dumbbell Lateral Raise,Lateral Deltoid,3.0,10,,,,""
2015-08-08,Leaning Dumbbell Lateral Raise,Lateral Deltoid,5.0,10,,,,""
2015-08-08,Standing Dumbbell Lateral Raise,Lateral Deltoid,6.0,5,,,,""
2015-08-08,Standing Dumbbell Lateral Raise,Lateral Deltoid,8.0,5,,,,""
2015-08-08,Seated Rope Cable Face Pull,Posterior Deltoid,20.0,5,,,,""
2015-08-08,Lying V-Bar Cable Curl,Biceps,20.0,10,,,,""
2015-08-08,Lying EZ-Bar Cable Curl,Biceps,25.0,5,,,,""
2015-08-08,Lying EZ-Bar Cable Curl,Biceps,30.0,5,,,,""
2015-08-08,Rear Delt Fly Machine,Posterior Deltoid,22.5,10,,,,""
2015-08-08,Rear Delt Fly Machine,Posterior Deltoid,31.5,10,,,,""
2015-08-08,Rear Delt Fly Machine,Posterior Deltoid,31.5,10,,,,""
2015-08-08,Rear Delt Fly Machine,Posterior Deltoid,36.0,10,,,,""
2015-08-08,Rear Delt Fly Machine,Posterior Deltoid,40.5,5,,,,""
2015-08-08,Shrug on Isolateral Plate-Loaded Incline Press,Trapezius,50.0,15,,,,""
2015-08-08,Shrug on Isolateral Plate-Loaded Incline Press,Trapezius,70.0,10,,,,""
2015-08-08,Shrug on Isolateral Plate-Loaded Incline Press,Trapezius,80.0,12,,,,""
2015-08-08,Shrug on Isolateral Plate-Loaded Incline Press,Trapezius,100.0,10,,,,""
2015-08-10,Barbell Bench Press,Chest,40.0,10,,,,""
2015-08-10,Barbell Bench Press,Chest,60.0,5,,,,""
2015-08-10,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-10,Barbell Bench Press,Chest,75.0,5,,,,""
2015-08-10,Barbell Bench Press,Chest,80.0,4,,,,""
2015-08-10,Barbell Seated Behind-The-Neck Overhead Press,Shoulders,10.0,10,,,,""
2015-08-10,Barbell Seated Behind-The-Neck Overhead Press,Shoulders,30.0,10,,,,""
2015-08-10,Barbell Seated Behind-The-Neck Overhead Press,Shoulders,30.0,10,,,,""
2015-08-10,Chest-Supported T-Bar Row,Back,20.0,10,,,,""
2015-08-10,Chest-Supported T-Bar Row,Back,30.0,10,,,,""
2015-08-10,Barbell High-Bar Back Squat,Posterior Chain,60.0,5,,,,""
2015-08-10,Barbell High-Bar Back Squat,Posterior Chain,90.0,5,,,,""
2015-08-10,Hackenschmitt Machine,Legs,40.0,4,,,,""
2015-08-10,Hackenschmitt Machine,Legs,20.0,10,,,,""
2015-08-10,45 Degree Plate-Loaded Leg Press,Quadriceps,100.0,10,,,,""
2015-08-10,45 Degree Plate-Loaded Leg Press,Quadriceps,120.0,10,,,,""
2015-08-10,Seated Side-Plate-Loaded Calf Raise Machine,Calves,80.0,10,,,,""
2015-08-10,Seated Side-Plate-Loaded Calf Raise Machine,Calves,80.0,15,,,,""
2015-08-10,Calf Pressdown Machine,Calves,10.0,10,,,,""
2015-08-10,Calf Pressdown Machine,Calves,20.0,10,,,,""
2015-08-10,Shrug Machine,Trapezius,30.0,15,,,,""
2015-08-10,Behind-The-Back Shrug Machine,Trapezius,30.0,10,,,,""
2015-08-10,Shrug Machine,Trapezius,40.0,10,,,,""
2015-08-10,Strict Wide Neutral-Grip Seated Cable Row,Back,45.0,10,,,,""
2015-08-10,Strict Wide Neutral-Grip Seated Cable Row,Back,50.0,10,,,,""
2015-08-10,Leaning Cable Lateral Raise,Lateral Deltoid,5.0,10,,,,""
2015-08-10,Wrist Roller,Wrist,35.0,1,,,,""
2015-08-10,Roman Chair Back Extension,Back,0.0,10,,,,""
2015-08-10,Barbell Front Squat,Posterior Chain,60.0,5,,,,""
2015-08-13,Straight-Bar Cable Face Pull,Posterior Deltoid,20.0,10,,,,""
2015-08-13,Straight-Bar Cable Face Pull,Posterior Deltoid,25.0,10,,,,""
2015-08-13,Standing Cable External Rotation,Shoulders,7.5,10,,,,""
2015-08-13,Standing Cable External Rotation,Shoulders,10.0,10,,,,""
2015-08-13,Standing Cable Internal Rotation,Shoulders,7.5,10,,,,""
2015-08-13,Standing Cable Internal Rotation,Shoulders,10.0,10,,,,""
2015-08-13,Leaning Cable Lateral Raise,Lateral Deltoid,10.0,10,,,,""
2015-08-13,Leaning Cable Lateral Raise,Lateral Deltoid,7.5,10,,,,""
2015-08-13,Dumbbell Lucky Cat,Shoulders,2.5,10,,,,""
2015-08-13,Dumbbell Lucky Cat,Shoulders,2.5,10,,,,""
2015-08-13,Standing Dumbbell Lateral Raise,Lateral Deltoid,7.5,6,,,,""
2015-08-13,Standing Dumbbell Lateral Raise,Lateral Deltoid,7.5,8,,,,""
2015-08-13,Straight-Arm Cable Pushdown,Latissimus,17.5,10,,,,""
2015-08-13,Straight-Arm Cable Pushdown,Latissimus,25.0,10,,,,""
2015-08-13,Straight-Arm Cable Pushdown,Latissimus,35.0,10,,,,""
2015-08-13,Straight-Arm Cable Pushdown,Latissimus,45.0,10,,,,""
2015-08-13,Straight-Arm Cable Pushdown,Latissimus,55.0,10,,,,""
2015-08-13,Barbell Bench Press,Chest,20.0,10,,,,""
2015-08-13,Barbell Bench Press,Chest,40.0,10,,,,""
2015-08-13,Barbell Bench Press,Chest,60.0,5,,,,""
2015-08-13,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-13,Barbell Bench Press,Chest,75.0,5,,,,""
2015-08-13,Barbell Bench Press,Chest,80.0,3,,,,""
2015-08-13,Barbell Bench Press,Chest,80.0,3,,,,""
2015-08-13,Barbell Bench Press,Chest,80.0,1,,,,""
2015-08-13,Barbell Close-Grip Bench Press,Triceps,60.0,5,,,,""
2015-08-13,Barbell Close-Grip Bench Press,Triceps,60.0,5,,,,""
2015-08-13,Close Neutral-Grip Chin Up,Back,0.0,3,,,,""
2015-08-13,Close Neutral-Grip Chin Up,Back,0.0,2,,,,""
2015-08-13,Standing EZ-Bar Triceps Extension,Triceps,7.5,15,,,,""
2015-08-13,Standing EZ-Bar Triceps Extension,Triceps,12.5,12,,,,""
2015-08-13,EZ-Bar Preacher Reverse Curl,Brachioradialis,15.0,15,,,,""
2015-08-13,Standing EZ-Bar Triceps Extension,Triceps,15.0,12,,,,""
2015-08-13,EZ-Bar Preacher Reverse Curl,Brachioradialis,17.5,12,,,,""
2015-08-13,Standing EZ-Bar Triceps Extension,Triceps,17.5,15,,,,""
2015-08-13,EZ-Bar Preacher Reverse Curl,Brachioradialis,17.5,10,,,,""
2015-08-13,Dumbbell Shrug,Trapezius,30.0,12,,,,""
2015-08-13,Dumbbell Shrug,Trapezius,35.0,12,,,,""
2015-08-13,Dumbbell Shrug,Trapezius,40.0,9,,,,""
2015-08-13,Smith Maschine Shrug,Trapezius,20.0,15,,,,""
2015-08-13,Smith Maschine Shrug,Trapezius,50.0,10,,,,""
2015-08-13,Smith Maschine Shrug,Trapezius,70.0,7,,,,""
2015-08-15,Barbell Bench Press,Chest,20.0,10,,,,""
2015-08-15,Barbell Bench Press,Chest,60.0,5,,,,""
2015-08-15,Barbell Bench Press,Chest,70.0,5,,,,""
2015-08-15,Barbell Bench Press,Chest,75.0,5,,,,""
2015-08-15,Barbell Bench Press,Chest,80.0,6,,,,""
2015-08-15,Barbell Bench Press,Chest,82.5,5,,,,""
2015-08-15,Barbell Bench Press,Chest,85.0,2,,,,""
2015-08-15,Barbell Bench Press,Chest,87.5,1,,,,""
2015-08-15,Barbell Bench Press,Chest,90.0,1,,,,""
2015-08-15,Underhand Cable Lat Pulldown,Back,65.0,5,,,,""
2015-08-15,Underhand Cable Lat Pulldown,Back,75.0,5,,,,""
2015-08-15,Underhand Cable Lat Pulldown,Back,85.0,5,,,,""
2015-08-15,Underhand Cable Lat Pulldown,Back,90.0,2,,,,""
2015-08-15,Snatch-Grip Barbell Rack Deadlift,Back,40.0,10,,,,""
2015-08-15,Snatch-Grip Barbell Rack Deadlift,Back,70.0,5,,,,""
2015-08-15,Snatch-Grip Barbell Rack Deadlift,Back,100.0,5,,,,""
2015-08-15,Snatch-Grip Barbell Rack Deadlift,Back,120.0,4,,,,""
2015-08-15,One-Arm Bent-Over Cable Rear Delt Fly,Posterior Deltoid,7.5,10,,,,""
2015-08-15,One-Arm Bent-Over Cable Rear Delt Fly,Posterior Deltoid,12.5,10,,,,""
2015-08-15,One-Arm Standing Cable Front Raise,Anterior Deltoid,12.5,10,,,,""
2015-08-15,One-Arm Standing Cable Front Raise,Anterior Deltoid,12.5,10,,,,""
2015-08-15,Leaning Cable Lateral Raise,Lateral Deltoid,10.0,10,,,,""
2015-08-15,Cable High-To-Low Crossover,Pectoralis,20.0,10,,,,""
2015-08-15,Cable High-To-Mid Crossover,Pectoralis,15.0,10,,,,""
2015-08-15,Cable High-To-Mid Crossover,Pectoralis,17.5,10,,,,""
2015-08-15,Cable Mid-To-High Crossover,Pectoralis,17.5,10,,,,""
2015-08-15,Cable Mid-To-High Crossover,Pectoralis,12.5,10,,,,""
2015-08-15,Leaning Cable Lateral Raise,Lateral Deltoid,10.0,6,,,,""
2015-08-15,Cable Low-To-High Crossover,Pectoralis,7.5,10,,,,""
2015-08-15,Cable Low-To-High Crossover,Pectoralis,10.0,10,,,,""
2015-08-15,Lying EZ-Bar Cable Curl,Biceps,25.0,5,,,,""
2015-08-15,Lying EZ-Bar Cable Curl,Biceps,25.0,5,,,,""
2015-08-15,Lying EZ-Bar Cable Curl,Biceps,30.0,5,,,,""
2015-08-15,EZ-Bar Curl,Biceps,27.5,5,,,,""
2015-08-15,EZ-Bar Curl,Biceps,32.5,5,,,,""
2015-08-15,EZ-Bar Curl,Biceps,35.0,2,,,,""
2015-08-15,Overhead Rope Cable Triceps Extension,Triceps,17.5,10,,,,""
2015-08-15,Overhead Rope Cable Triceps Extension,Triceps,22.5,10,,,,""
2015-08-15,Dumbbell Shrug,Trapezius,35.0,10,,,,""
2015-08-15,Dumbbell Shrug,Trapezius,42.5,12,,,,""